2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
22,"E.J. Bibbs, Cle TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
23,"Khari Lee, Chi TE",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
24,"Nikita Whitlock, NYG RB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
25,"Jerome Cunningham, NYG TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
26,"Matt Hazel, Mia WR",Dal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
27,"Chris Harper, NE WR",Buf,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
28,"Tyler Murphy, Pit WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
29,"Wes Saxton, NYJ TE",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
30,"Will Tye, NYG TE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--,0
31,"Trey Williams, Dal RB",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
32,"Dylan Thompson, SF QB",@Sea,Sun 4:25,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
33,"Zach Miller, Sea TE",SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
34,"John Kasay, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Jason Hanson, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Mark Brunell, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Terrell Owens, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Olindo Mare, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Tony Gonzalez, Atl TE",Ind,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
40,"Ryan Longwell, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Jon Kitna, Dal QB",@Mia,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
42,"Todd Bouman, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Randy Moss, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"Charlie Batch, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Mike Sellers, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Jake Delhomme, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
7,"David Akers, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Donovan McNabb, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"Daunte Culpepper, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Reggie Kelly, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Jimmy Kleinsasser, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
12,"Kevin Faulk, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
13,"Desmond Clark, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Donald Driver, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
15,"Kris Brown, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"Chris Greisen, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Jeff Garcia, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Brian Finneran, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Thomas Jones, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
20,"Plaxico Burress, Pit WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
21,"Anthony Becht, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
22,"Chris Redman, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
23,"Sammy Morris, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Neil Rackers, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Brian Jennings, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"Billy Volek, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"Justin Snow, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"Rian Lindell, TB K",@Phi,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
29,"Jay Feely, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"LaDainian Tomlinson, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Santana Moss, Wsh WR",@Car,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
32,"Reggie Wayne, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Todd Heap, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Alge Crumpler, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Chad Johnson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Chris Chambers, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Sage Rosenfels, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Moran Norris, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Correll Buckhalter, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"Brandon Manumaleuna, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Tony Stewart, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"A.J. Feeley, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"David Martin, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"T.J. Houshmandzadeh, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Chris Taylor, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Dominic Rhodes, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
7,"Lawrence Tynes, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Shayne Graham, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"David Carr, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Donte' Stallworth, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Jeremy Shockey, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
12,"Daniel Graham, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
13,"Jabar Gaffney, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Andre Davis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
15,"Clinton Portis, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"Maurice Morris, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Ladell Betts, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Antwaan Randle El, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Deion Branch, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
20,"Chris Baker, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
21,"Brian Westbrook, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
22,"Justin Peelle, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
23,"David Garrard, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Randy McMichael, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Robert Royal, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"J.T. O'Sullivan, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"Rock Cartwright, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"John Gilmore, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
29,"Chester Taylor, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Corey McIntyre, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Billy Cundiff, Cle K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
32,"Jeff Reed, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Jason McKie, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Byron Leftwich, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Bryant Johnson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Kyle Boller, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Rex Grossman, Atl QB",Ind,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
38,"Willis McGahee, Cle RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Dallas Clark, Bal TE",StL,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
40,"Larry Johnson, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Kelley Washington, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"Nate Burleson, Cle WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Kevin Curtis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"Visanthe Shiancoe, Ten TE",@Jax,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--
5,"Seneca Wallace, GB QB",@Min,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
6,"Brandon Lloyd, SF WR",@Sea,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
7,"Sam Aiken, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Ovie Mughelli, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"Justin Gage, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Donald Lee, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Brian St. Pierre, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
12,"Arnaz Battle, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
13,"Josh Brown, NYG K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Kevin Walter, Ten WR",@Jax,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--
15,"Brandon Banks, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"Earnest Graham, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Will Heller, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Cleo Lemon, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Jerheme Urban, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
20,"Greg Lewis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
21,"Kassim Osgood, SF WR",@Sea,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
22,"Kellen Winslow, NYJ TE",@Hou,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
23,"Roy Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Reggie Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Lee Evans, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"Michael Clayton, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"J.P. Losman, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"Steven Jackson, Atl RB",Ind,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
29,"Michael Jenkins, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Kevin Jones, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Julius Jones, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
32,"Devery Henderson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Greg Jones, NO RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Keary Colbert, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Kris Wilson, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Nate Kaeding, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Ben Hartsock, Car TE",Wsh,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
38,"Bernard Berrian, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Chris Cooley, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"Mewelde Moore, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Ernest Wilford, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"Josh Scobee, Pit K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Michael Turner, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"Mike Karney, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Jim Sorgi, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Patrick Crayton, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
7,"Jeff Dugan, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Derrick Ward, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"Terrance Copper, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Lousaka Polite, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Vonta Leach, Bal RB",StL,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
12,"Ronnie Brown, SD RB",KC,Sun 4:05,--/--,--,--,--,--,--,--,--,--,--,--
13,"Braylon Edwards, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Cedric Benson, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
15,"Cadillac Williams, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"Mike Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Mark Clayton, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Jason Campbell, Cin QB",@Ari,Sun 8:30,--/--,--,--,--,--,--,--,--,--,--,--
19,"Roscoe Parrish, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
20,"Courtney Roby, Atl WR",Ind,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
21,"Alex Smith, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
22,"Kyle Orton, Buf QB",@NE,Mon 8:30,--/--,--,--,--,--,--,--,--,--,--,--
23,"Brandon Jacobs, NYG RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Roydell Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Bo Scaife, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"Joel Dreessen, Den TE",@Chi,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
27,"Dave Rayner, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"Billy Bajema, Bal TE",StL,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
29,"Madison Hedgecock, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Stephen Spach, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Rashied Davis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
32,"Joshua Cribbs, Ind WR",@Atl,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
33,"J.P. Foschi, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Leonard Weaver, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Shaun Suisham*, Pit K  IR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Brandon Rideau, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Tony Curtis, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Tory Humphrey*, FA TE  IR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Ruvell Martin, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"John Standeford, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Ryan Grant, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"Greg Camarillo, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Vince Young, GB QB",@Min,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
4,"Matt Leinart, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Laurence Maroney, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Santonio Holmes, Chi WR",Den,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
7,"Joseph Addai, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Chad Jackson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"Sinorice Moss, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"LenDale White, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Maurice Jones-Drew, Oak RB",@Det,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
12,"Tony Scheffler, Det TE",Oak,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
13,"Leonard Pope, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Jerious Norwood, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
15,"Derek Hagan, Ten WR",@Jax,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--
16,"Brodie Croyle, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"David Thomas, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
18,"Maurice Stovall, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Dominique Byrd, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
20,"Michael Robinson, Sea RB",SF,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
21,"Brad Smith, Phi WR",TB,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
22,"Garrett Mills, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
23,"Demetrius Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Leon Washington, Ten RB",@Jax,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--
25,"Domenik Hixon, Car WR",Wsh,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
26,"Jerome Harrison, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"Jason Pociask, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"Jeff King, Ari TE",Cin,Sun 8:30,--/--,--,--,--,--,--,--,--,--,--,--
29,"Lawrence Vickers, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Todd Watkins, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Devin Aromashodu, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
32,"Quinton Ganther, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Ben Obomanu, NYJ WR",@Hou,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
34,"David Anderson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
35,"Hank Baskett, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Mike Bell, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
37,"Brian Clark, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Patrick Cobbs, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Felton Huggins*, FA WR  IR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"Connor Hughes, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
41,"Montell Owens, Chi RB",Den,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
42,"Jamie Petrowski, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Wallace Wright, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"Ahmard Hall, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Sam Hurd, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Naufahu Tahi, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
7,"Shane Andrus, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Micheal Spurlock, Chi WR",Den,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
9,"Greg Estandia*, FA TE  IR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Spencer Havner, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Troy Bergeron, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
12,"Marc Hickok, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
13,"Brady Quinn, Mia QB",Dal,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
14,"Robert Meachem, NO WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
15,"Craig Davis, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
16,"Anthony Gonzalez, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
17,"Kevin Kolb, Buf QB",@NE,Mon 8:30,--/--,--,--,--,--,--,--,--,--,--,--
18,"John Beck, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
19,"Sidney Rice, Sea WR",SF,Sun 4:25,--/--,--,--,--,--,--,--,--,--,--,--
20,"Dwayne Jarrett, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
21,"Chris Henry, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
22,"Steve Smith, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
23,"Brian Leonard, NO RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
24,"Brandon Jackson, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
25,"Lorenzo Booker, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
26,"Yamon Figurs, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
27,"Laurent Robinson, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
28,"Jason Hill, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
29,"Mike Sims-Walker, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
30,"Paul Williams, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
31,"Trent Edwards, Oak QB",@Det,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
32,"Garrett Wolfe, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
33,"Johnnie Lee Higgins, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
34,"Michael Bush, Ari RB",Cin,Sun 8:30,--/--,--,--,--,--,--,--,--,--,--,--
35,"Isaiah Stanback, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
36,"Le'Ron McClain, SD RB",KC,Sun 4:05,--/--,--,--,--,--,--,--,--,--,--,--
37,"Steve Breaston, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
38,"Aundrae Allison, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
39,"Kevin Boss, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
40,"Dante Rosario, Chi TE",Den,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
41,"David Clowney, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
42,"Justin Medlock, FA K",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
2,"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
3,"Legedu Naanee, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
4,"Troy Smith, FA QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
5,"Oren O'Neal, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
6,"Nick Folk*, NYJ K  IR",@Hou,Sun 1:00,--/--,--,--,--,--,--,--,--,--,--,--
7,"Reagan Maui'a, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
8,"Thomas Clayton, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
9,"Korey Hall, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
10,"Deon Anderson, FA RB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
11,"Jordan Palmer, Ten QB",@Jax,L 13-19,--/--,--,--,--,--,--,--,--,--,--,--
12,"Jordan Kent, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
13,"Ben Patrick, FA TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
14,"Tyler Thigpen, Cle QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,0
